MedCodeId	Term	OriginalReadCode	CleansedReadCode	SnomedCTConceptId	SnomedCTDescriptionId	Release	EmisCodeCategoryId
839001000006111	COPD self-management plan given	66YI	66YI.00	390891009	1484924013		1
1488423019	Chronic obstructive pulmonary disease follow-up	66YL	66YL.00	394702007	1488423019		1
2533402016	Referral to asthma clinic	8HTT	8HTT.00	415265005	2533402016		40
977901000006111	Emergency COPD admission since last appointment	66Ye	66Ye.00	414087000	2533539018		1
977891000006112	COPD accident and emergency attendance since last visit	66Yd	66Yd.00	413845009	2533538014		1
1780378019	Asthma monitoring by nurse	66YQ	66YQ.00	401182001	1780378019		1
1208976019	Asthma treatment compliance unsatisfactory	663p	663p.00	370225008	1208976019		1
1208977011	Asthma treatment compliance satisfactory	663n	663n.00	370226009	1208977011		1
405055018	Asthma monitoring check done	9OJA	9OJA.00	270442000	405055018		37
282493013	Asthma control step 5	8798	8798.00	182731009	282493013		32
282492015	Asthma control step 4	8797	8797.00	182730005	282492015		32
555461000006119	Chronic obstruct pulmonary dis with acute lower resp infectn	H3y0	H3y0.00	196001008	301542016		32
474828010	Bronchiolitis obliterans organising pneumonia	H564	H564.00	719218000	3525380019		32
256690013	FEV1/FVC ratio abnormal	3399	3399.00	165044007	256690013		3
264565016	Emergency asthma admission since last appointment	663d	663d.00	708358003	3033971010		1
1208955012	Asthma causes daytime symptoms 1 to 2 times per week	663u	663u.00	370203002	1208955012		1
458838014	FEV1/FVC < 70% of predicted	339U	339U.00	314472003	458838014		3
264566015	Asthma restricts exercise	663e	663e.00	170655007	264566015		1
508561017	Simple chronic bronchitis	H310	H310.00	61937009	102938011		32
2474332015	Asthma clinical management plan	8CR0	8CR0.00	736056000	3516216012		32
301509017	Mixed asthma	H332	H332.00	195977004	301509017		32
457004016	Spacer device in use	663l	663l.00	313149002	457004016		1
1780380013	Chronic obstructive pulmonary disease monitoring by nurse	66YS	66YS.00	401184000	1780380013		1
497552013	Nebuliser therapy	74592	7459200	56251003	497552013		32
1780336013	Health education - asthma	679J	679J.00	401135008	1780336013		17
1208960011	Asthma never causes daytime symptoms	663s	663s.00	370208006	1208960011		1
1208956013	Asthma causes daytime symptoms most days	663v	663v.00	370204008	1208956013		1
264569010	Asthma never restricts exercise	663f	663f.00	170658009	264569010		1
285104011	Obstructive chronic bronchitis	H312	H312.00	185086009	285100019		32
151338014	Extrinsic asthma with status asthmaticus	H3301	H330100	1086701000000102	2722231000000112		32
977911000006114	Number of COPD exacerbations in past year	66Yf	66Yf.00	723245007	3335171010		1
21390015	Intrinsic asthma without status asthmaticus	H3310	H331000	12428000	21390015		32
282488010	Asthma control step 0	8793	8793.00	182726007	282488010		32
165691000000116	DNA - Did not attend asthma clinic	9N4Q	9N4Q.00	89581000000109	138771000000113		37
1780379010	Asthma monitoring by doctor	66YR	66YR.00	401183006	1780379010		1
25607012	Pulmonary rehabilitation	8FA	8FA..00	15081005	25607012		32
264541019	Asthma causing night waking	663N0	663N000	170632009	264541019		1
1488722011	Asthma night-time symptoms	66YP	66YP.00	395022009	1488722011		1
1208954011	Asthma causes daytime symptoms 1 to 2 times per month	663t	663t.00	370202007	1208954011		1
1786545019	Rheumatoid lung	N04y0	N04y000	398726004	1786545019		32
363627013	LTOT - Long-term oxygen therapy	8776	8776.00	243137006	1495182017		32
146259010	Secondary pulmonary hypertension	G41y0	G41y000	88223008	146259010		32
931451000006113	DNA - Did not attend COPD clinic	9N4W	9N4W.00	110011000000107	166021000000116		37
1484971019	Chronic obstructive pulmonary disease monitoring due	66YD	66YD.00	390941006	1484971019		1
496361000006119	Asthma monitor verbal invite	9OJ7	9OJ7.00	185735009	285735012		37
139979010	Fetid chronic bronchitis	H3111	H311100	84409004	506053014		32
264545011	Asthma never disturbs sleep	663O0	663O000	170636007	264545011		1
1208959018	Asthma limits walking up hills or stairs	663w	663w.00	370207001	1208959018		1
1208958014	Asthma limits walking on the flat	663x	663x.00	370206005	1208958014		1
264542014	Asthma disturbs sleep weekly	663N1	663N100	170633004	264542014		1
1208957016	Asthma causes night symptoms 1 to 2 times per month	663r	663r.00	370205009	1208957016		1
506053014	Purulent chronic bronchitis	H3110	H311000	84409004	506053014		32
61911000000113	Referral to pulmonary rehabilitation	8H7u	8H7u.00	24461000000105	61911000000113		40
338238011	Brittle asthma	H334	H334.00	225057002	338238011		32
929091000006111	Aspirin induced asthma	1780	1780.00	407674008	2159273015		5
285729012	Asthma monitor offer default	9OJ3	9OJ3.00	185730004	285729012		37
967571000006116	Chronic obstructive pulmonary disease monitoring verb invite	9Oi3	9Oi3.00	716281000000103	1568831000000118		37
405121000000111	Health education - chronic obstructive pulmonary disease	679V	679V.00	741056003	3543021016		17
1212342016	Asthma daytime symptoms	663q	663q.00	373899003	1212342016		1
301455018	Obstructive chronic bronchitis NOS	H312z	H312z00	185086009	285100019		32
301508013	Intrinsic asthma NOS	H331z	H331z00	266361008	396114013		32
299001000000116	Chronic obstructive pulmonary disease disturbs sleep	66Yg	66Yg.00	198401000000104	299001000000116		1
299031000000110	Chronic obstructive pulmonary disease does not disturb sleep	66Yh	66Yh.00	198411000000102	299031000000110		1
966841000006111	Chronic obstructive pulmonary disease clini management plan	8CR1	8CR1.00	736283006	3517019016		32
301499010	Extrinsic asthma NOS	H330z	H330z00	424643009	2648327010		32
1780381012	Chronic obstructive pulmonary disease monitoring by doctor	66YT	66YT.00	401185004	1780381012		1
998281000006115	Multiple COPD emergency hospital admissions	66Yi	66Yi.00	198901000000105	300201000000114		1
285727014	Attends asthma monitoring	9OJ1	9OJ1.00	185728001	285727014		37
1476256018	Pulmonary rehabilitation programme commenced	8FA1	8FA1.00	391128002	1476256018		32
216186011	Asthma accident and emergency attendance since last visit	663m	663m.00	708373002	3034176014		1
235661000000118	Does not have asthma management plan	66YZ	66YZ.00	176711000000100	235661000000118		1
471931000006114	Adverse reaction to theophylline (asthma)	TJF73	TJF7300	292617004	432760019		5
363391000006113	[X]Antiasthmats caus adverse effects in therapeut use, NEC	U60F6	U60F600	219036002	331437014		5
306971000000112	Ambulatory oxygen therapy	8778	8778.00	201661000000106	306971000000112		32
98546013	Intrinsic asthma with status asthmaticus	H3311	H331100	1086711000000100	2722261000000119		32
301444018	Simple chronic bronchitis NOS	H310z	H310z00	61937009	102938011		32
301836011	[X]Other specified chronic obstructive pulmonary disease	Hyu31	Hyu3100	13645005	475431013		32
301457014	Other chronic bronchitis	H31y	H31y.00	63480004	105519017		32
301458016	Other chronic bronchitis NOS	H31yz	H31yz00	63480004	105519017		32
516801000000112	Very severe chronic obstructive pulmonary disease	H39	H39..00	293991000000106	516801000000112		32
536221000000110	Royal College of Physicians asthma assessment	388t	388t.00	302331000000106	536221000000110		3
632111000000118	Recurrent pulmonary embolism	G4011	G401100	438773007	2793990014		32
1699821000006113	At risk of chronic obstructive pulmonary diseas exacerbation	14OX	14OX.00	383611000000102	756761000000112		32
1704521000006118	COPD - enhanced services administration	9kf	9kf..00	374591000000101	1152521000000118		37
1704531000006115	COPD patient unsuitable for pulmonary rehab - enh serv admin	9kf0	9kf0.00	371611000000107	1152601000000114		37
